,Unnamed: 0,WELL_NAME,OBS,Latitude,Longitude,geometry,Simulated,Residual
51,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166569422,1.3358569422
52,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166569522,1.3358569522000001
53,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.116656962,1.335856962
54,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166569718,1.3358569718
55,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166569815,1.3358569815
56,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166569911,1.3358569911
57,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570006,1.3358570006000001
58,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.11665701,1.33585701
59,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570194,1.3358570194000001
60,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570287,1.3358570287
61,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570379,1.3358570379
62,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570471,1.3358570471
63,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570561,1.3358570561
64,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570652,1.3358570652000001
65,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570741,1.3358570741
66,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570831,1.3358570831
67,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166570919,1.3358570919000001
68,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166571007,1.3358571007
